Gene,59yo tumor periphery astro,59yo tumor core astro,64yo tumor core astro,65yo tumor core astro,21yo Hippocampus astro,22yo Hippocampus astro,53yo A Hippocampus astro,53yo B Hippocampus astro,Fetal ctx 1 astro,Fetal ctx 2 astro,Fetal ctx 3 astro,Fetal ctx 4 astro,Fetal ctx 5 astro,Fetal ctx 6 astro,8yo ctx astro,13yo ctx astro,16yo ctx astro,21yo ctx astro,22yo ctx astro,35yo ctx astro,47yo ctx astro,51yo ctx astro,53yo ctx astro,60yo ctx astro,63yo ctx 1 astro,63yo ctx 2 astro,25yo ctx neuron,22yo ctx oligo,63yo ctx A oligo,63yo ctx B oligo ,47yo ctx oligo,63yo ctx 3 oligo,45yo ctx myeloid,51yo ctx myeloid,63 yo ctx myeloid,47 yo ctx endo,13yo ctx endo,45yo whole cortex,63yo whole cortex,25yo whole cortex,53yo whole cortex,Mouse 1 month astro,Mouse 4 month astro,Mouse 7 month astro,Mouse 9 month astro
Rps17,0.6437635406996124,2.1934467642466693,1.6881747688635937,5.1,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,3.6,11.5,1.877623820754549,2.4395111865903525,7.1,6.3,1.8469811179937137,3.0,1.73622212243662,6.4,1.695895045485194,10.4,1.2159828352030497,1.6531882857787248,9.0,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,2.0,0.5,4.7,1.6,6.4,7.9,6.5,8.2
Rps18,0.9,2.1934467642466693,3.6,1.879100059206438,4.4,1.7215099396916171,8.9,2.9,0.1,1.9876584389589567,9.0,0.1,0.1,0.1,2.1,1.7,1.5,2.2,8.9,1.6,1.2159828352030497,8.6,2.9,3.0,7.0,1.3528010784901854,9.3,1.3145833333334283,1.1340430351077464,1.550993577635022,7.5,0.9340251477050561,3.6,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.1,0.1,3.2,0.1,5.4,5.6,3.9,8.6
Rps20,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rps23,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,7.0,9.2,5.6,7.5,1.695895045485194,5.4,1.2159828352030497,1.6531882857787248,8.7,5.3,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,3.1,6.6,1.7654007805462468,5.8,10.5
Rps24,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rps25,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,12.2,2.044973029667064
Rps26,1.1,1.4,0.6,1.7,2.2,3.0,4.0,1.0,0.7,9.4,3.7,2.9,5.6,1.781860430805315,0.9,1.5,0.4,1.0,4.8,0.7,2.0,1.4,0.4,0.6,1.1,1.2,1.0,0.9,3.1,1.1,4.2,0.9,0.2,4.0,2.2,3.1,0.8889696071165151,0.1,0.1,0.6,0.5,12.1,1.7654007805462468,10.3,2.044973029667064
Rps27l,0.6437635406996124,2.1934467642466693,1.6881747688635937,7.4,8.7,6.8,9.6,8.3,0.1,1.9876584389589567,9.7,0.1,1.5857300073366354,4.0,3.4,7.2,5.3,3.4,1.695895045485194,6.3,1.2159828352030497,1.6531882857787248,5.1,6.6,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,2.5,2.4,3.7,0.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rps3,3.5,2.1934467642466693,1.6881747688635937,6.0,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,5.9,9.5,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,8.7,1.5743666392645725,5.0,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,3.7,0.6,3.1,1.5,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rps3a,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,9.8,1.7001045322182031,6.1,6.3,1.695895045485194,6.9,1.2159828352030497,1.6531882857787248,6.7,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,12.9,2.044973029667064
Rps4x,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rps5,0.6437635406996124,2.1934467642466693,1.6881747688635937,9.1,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,5.3,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,3.6,1.4406696764484623,1.3528010784901854,9.7,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,3.3,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,1.3,0.3,1.1,0.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rps6,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rps9,2.1,2.1934467642466693,4.4,3.6,2.0509258570682114,6.5,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,7.9,1.781860430805315,1.8469811179937137,5.4,6.6,8.6,6.7,1.973571108789488,4.1,1.5,1.5743666392645725,1.4,3.0,3.1,0.9,1.7,5.4,1.550993577635022,9.9,5.6,0.1,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,1.0,0.2,1.0,0.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rraga,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,5.6,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,6.8,4.5,6.2,8.8
Rragb,1.9,5.9,6.0,7.0,10.7,2.9,3.4,5.9,1.2,0.1,3.4,10.4,2.1,1.9,6.3,7.3,6.0,7.4,4.1,6.1,5.6,9.3,7.1,6.9,7.1,1.3528010784901854,2.1275615745216383,1.3145833333334283,5.3,6.6,7.3,3.4,4.4,3.9,3.9,0.8,2.0,3.9,3.3,3.2,3.4,4.7,4.7,5.8,5.2
Rras,1.4,0.3,0.1,0.1,0.3,0.1,0.5,0.2,0.1,0.1,0.1,0.1,0.1,4.6,1.7,0.1,0.2,1.1,0.6,0.6,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.8259673065388305,2.3,0.1,0.1,0.1,0.1,8.1,9.5,9.4,9.0
Rrbp1,0.8,4.3,2.6,1.8,1.9,0.5,3.6,3.2,1.3,0.1,0.9,3.5,3.4,0.1,1.6,1.5,1.5,1.3,0.7,1.5,0.3,0.3,0.9,0.3,0.6,0.4,0.1,0.7,0.9,0.9,1.3,0.5,0.4,1.2,1.5,0.2,0.5,0.5,0.1,0.5,0.2,6.6,5.5,7.3,6.5
Rrp1,0.1,0.6,0.2,0.2,1.1,0.1,1.4,1.0,0.1,0.1,1.1,0.1,2.5,6.7,1.7,0.3,0.3,0.1,0.1,0.5,0.2,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.3,0.2,0.4,0.1,0.1,0.2,0.4,0.1,0.2,0.2,0.1,0.1,0.1,11.9,1.7654007805462468,2.587130770372084,2.044973029667064
Rrs1,0.1,1.2,1.1,0.5,1.4,0.1,0.9,0.8,0.1,0.1,1.0,0.1,2.7,4.7,2.3,1.2,1.5,1.8,1.3,2.2,0.8,0.9,1.9,0.8,0.8,0.6,1.7,1.0,0.7,0.9,1.1,0.5,0.3,0.4,0.5,0.2,0.1,0.2,0.4,0.4,0.5,5.6,3.5,7.3,5.4
Rsf1,3.0,10.8,8.9,1.879100059206438,9.0,8.7,7.7,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,7.2,1.7001045322182031,1.73622212243662,1.6495669702851168,7.1,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,7.5,6.1,1.3528010784901854,2.1275615745216383,6.4,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,5.8,7.0,3.2,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,7.3,4.2,7.0,7.6
Rsl1d1,0.5,2.1934467642466693,1.6881747688635937,10.0,7.1,5.6,8.4,8.1,1.6819386177962752,9.4,1.877623820754549,2.4395111865903525,1.5857300073366354,8.7,6.2,6.3,5.5,1.6495669702851168,6.6,7.2,1.2159828352030497,6.6,6.5,4.1,6.4,5.0,9.1,5.4,5.4,7.7,6.0,4.2,0.783307668617348,1.1622564258095514,1.3535963052696085,2.5,2.7,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rsl24d1,4.1,11.4,8.3,7.7,10.4,1.7215099396916171,6.4,7.6,1.7,1.9876584389589567,8.2,9.8,3.2,2.8,4.0,3.1,4.9,3.3,7.0,4.4,4.8,8.2,2.5,5.1,7.7,6.9,2.1275615745216383,4.3,1.1340430351077464,1.550993577635022,1.7907147628589037,5.5,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,2.5,2.4,3.8,3.7,2.1,7.2,5.4,8.4,5.2
Rsrc2,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,9.2,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,7.1,1.7001045322182031,1.73622212243662,1.6495669702851168,8.9,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,8.6,2.587130770372084,2.044973029667064
Rsu1,4.2,9.2,5.0,1.879100059206438,4.4,2.5,5.8,4.7,2.6,7.2,5.0,2.4,3.5,5.2,4.6,4.5,4.6,5.2,5.0,4.0,4.2,4.5,2.9,2.3,4.7,3.2,2.3,5.2,3.6,5.6,5.1,2.8,3.1,4.6,4.4,0.8259673065388305,0.8889696071165151,1.6,0.6,2.1,0.4,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rtcd1,1.5,11.0,5.2,7.9,7.4,3.2,4.4,5.9,2.8,5.2,4.7,13.9,0.1,1.5,6.5,4.3,5.7,7.1,4.3,8.0,4.4,6.3,5.9,4.8,4.0,5.2,9.3,6.8,3.6,4.6,4.2,2.6,4.8,5.2,6.2,1.1,1.3,3.2,2.4,2.9,2.7,8.5,7.4,9.8,10.7
Rtn1,0.4,0.4,5.0,9.9,11.4,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.5,0.2,2.4,2.5,2.3,2.3,3.4,5.9,2.9,2.1,1.8,5.5,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.4,0.6,1.2,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,8.5,2.044973029667064
Rtn3,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rtn4,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Rufy3,2.7,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,8.8,6.6,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,4.8,4.4,3.0,3.8,3.7,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,9.0,8.8,8.8,9.8
Ruvbl2,4.0,5.3,3.0,3.1,2.3,0.5,3.3,2.2,0.1,0.1,9.0,9.7,6.3,2.8,5.1,2.6,3.1,0.7,2.0,2.2,0.9,0.4,0.7,0.5,0.7,0.7,1.3,0.2,0.4,1.2,0.9,0.3,0.1,0.7,0.3,3.5,1.5,1.3,0.2,1.3,0.4,6.3,6.6,8.0,7.0
Ryk,0.6437635406996124,6.1,6.7,4.0,3.6,3.0,3.0,2.6,0.1,5.7,3.7,4.6,3.0,2.6,3.1,3.3,2.9,3.1,4.0,5.3,2.3,4.1,3.7,3.1,3.7,2.8,4.5,1.8,3.7,3.8,6.4,3.3,2.5,2.3,3.0,2.6,2.4,1.6,1.0,1.6,1.3,7.7,6.8,8.8,7.4
S100a1,0.6437635406996124,0.1,0.1,10.6,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,0.1,0.1,0.1,0.1,0.1,0.1,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8259673065388305,0.1,2.2,0.1,2.1,0.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
S100a13,0.6437635406996124,2.1934467642466693,0.1,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,0.1,0.1,1.877623820754549,10.2,1.5857300073366354,0.1,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,0.1,0.9340251477050561,0.1,0.1,1.3535963052696085,0.8259673065388305,0.8889696071165151,4.8,0.9,3.7,0.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
S100a16,0.6437635406996124,2.1934467642466693,8.5,6.5,4.5,1.7215099396916171,8.6,3.5,1.6819386177962752,10.9,4.4,0.1,0.1,4.1,1.8469811179937137,1.7001045322182031,1.73622212243662,7.9,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,0.3,2.0,1.1,3.2,6.9,1.9,0.1,0.1,0.7,0.8259673065388305,0.8889696071165151,0.6,0.1,0.7,0.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
S100a6,2.5,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,10.9,5.9,0.1,6.6,5.8,0.1,0.1,0.1,1.8469811179937137,4.6,6.9,3.2,1.695895045485194,6.5,1.2159828352030497,1.6531882857787248,3.1,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,5.3,1.1340430351077464,1.550993577635022,5.9,5.3,1.4,2.9,5.2,0.8259673065388305,0.8889696071165151,0.9728225326992993,1.4,1.036262924667785,1.5,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
S100b,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,2.3,3.4,1.877623820754549,0.1,4.3,3.8,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,2.3,2.7,7.3,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
S100pbp,0.5,4.8,5.9,4.7,6.5,2.9,5.9,5.6,4.0,2.2,2.7,6.5,1.9,5.1,3.4,3.5,5.6,3.6,3.9,5.6,2.0,4.2,4.9,3.9,2.9,3.3,3.7,3.2,4.6,3.7,5.1,2.1,2.9,2.1,2.7,0.8,1.4,1.6,1.3,1.7,1.6,5.2,4.8,7.5,4.9
S1pr1,0.6437635406996124,1.0,1.8,8.1,2.0509258570682114,1.7215099396916171,5.3,4.2,3.1,1.9876584389589567,7.1,2.4395111865903525,5.7,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.2,0.6,0.2,0.1,1.0,0.5,0.1,0.1,0.1,0.8259673065388305,0.8889696071165151,3.6,2.6,5.0,4.6,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Sacm1l,2.1,4.7,4.2,4.1,6.0,6.1,4.3,5.2,7.6,8.8,3.9,5.9,3.5,5.1,4.3,4.8,7.1,6.2,5.1,7.5,5.0,6.3,6.3,5.3,3.8,4.3,9.3,5.7,5.7,7.3,6.5,4.0,0.783307668617348,5.1,5.0,1.0,1.7,2.7,2.3,2.7,2.4,6.8,3.2,7.2,6.0
Sall2,0.6437635406996124,3.1,3.5,5.2,5.8,2.7,3.8,2.8,4.3,5.9,5.5,8.8,2.6,7.6,1.8469811179937137,6.2,6.4,8.7,1.695895045485194,9.9,4.8,5.7,5.4,3.3,5.7,4.6,2.6,1.8,0.9,1.8,3.3,1.1,0.1,0.1,0.2,0.4,0.9,0.8,0.4,1.0,0.9,7.4,8.2,2.587130770372084,9.2
Sap30,0.1,10.8,7.1,3.9,8.5,1.1,9.7,8.4,2.4,6.9,1.0,9.2,0.1,0.1,8.3,3.9,7.0,4.7,6.9,6.4,1.4,6.7,4.6,4.2,3.7,4.5,4.4,3.6,3.4,5.7,5.6,2.0,2.9,3.8,1.4,1.8,1.0,0.8,0.3,1.1,0.5,2.097972619136345,5.0,11.0,9.7
Sar1a,2.1,4.8,3.6,6.4,10.6,1.7215099396916171,8.2,9.4,4.0,6.6,7.1,10.4,5.8,5.1,9.3,4.5,9.0,5.3,6.0,6.9,7.3,9.4,5.6,6.4,6.6,7.4,10.7,6.1,1.1340430351077464,7.4,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,3.4,5.1,0.6450249886416404,4.7,3.7,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Sar1b,0.6437635406996124,11.4,9.3,1.879100059206438,2.0509258570682114,1.7215099396916171,11.2,1.7911893945034771,3.8,6.3,3.3,9.2,1.9,4.0,8.1,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,11.4,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,4.6,7.0,2.3,4.0,3.8,3.3,4.4,3.4,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Sash1,0.6437635406996124,7.0,2.8,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,5.1,4.5,2.8,1.7,2.2,3.3,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.9,5.5,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.3,0.4,0.7,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Sat1,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
